"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"183","317","A. Carter†|†K. Garnett†|†T. Hassell†|†L. Sprewell†|†J. Thomas","MIN","2004-05","6","36.4","65","65","85.7","40.9","69.9",".585","7.9","13.2",".600",".642","10.5","13.2",".800","100.2","31.6","9.2","1.3","17.1","26.4","+15.8","+2.6","+.212","+1.3","+1.3","+.044","+.220","+4.0","+1.3","+.244","+36.9","Anthony Carter","Kevin Garnett","Trenton Hassell","Latrell Sprewell","John Thomas","/players/c/cartean01.html","/players/g/garneke01.html","/players/h/hassetr01.html","/players/s/sprewla01.html","/players/t/thomajo02.html"
"193","318","C. Billups†|†C. Delfino†|†D. Milicic†|†T. Prince†|†B. Wallace","DET","2004-05","4","36.3","61","63","82.1","38.4","64.9",".592","5.3","7.9",".667",".633","13.2","21.2",".625","95.3","18.5","5.3","13.2","14.6","13.2","+14.6","-22.5","+.319","+2.6","-5.3","+.467","+.345","+5.3","+10.6","-.125","+37.1","Chauncey Billups","Carlos Delfino","Darko Miliƒçiƒá","Tayshaun Prince","Ben Wallace","/players/b/billuch01.html","/players/d/delfica01.html","/players/m/milicda01.html","/players/p/princta01.html","/players/w/wallabe01.html"
"203","319","R. Bell†|†C. Boozer†|†A. Kirilenko†|†R. LÛpez†|†M. Okur","UTA","2004-05","4","36.3","73","72","95.9","47.6","86.0",".554","4.0","9.3",".429",".577","14.6","19.8",".733","113.8","35.7","11.9","1.3","14.6","19.8","+18.5","+19.8","+.114","-1.3","-7.9","+.121","+.097","-4.0","-1.3","-.142","+31.8","Raja Bell","Carlos Boozer","Andrei Kirilenko","Ra√ºl L√≥pez","Mehmet Okur","/players/b/bellra01.html","/players/b/boozeca01.html","/players/k/kirilan01.html","/players/l/lopezra01.html","/players/o/okurme01.html"
"213","320","S. Augmon†|†T. Battie†|†P. Garrity†|†J. Nelson†|†H. T¸rkoglu","ORL","2004-05","15","36.2","76","78","102.2","34.5","86.2",".400","5.3","19.9",".267",".431","23.9","31.8",".750","98.2","19.9","4.0","2.7","15.9","31.8","+4.0","+4.0","+.029","-1.3","0.0","-.067","+.019","-5.3","-8.0","+.017","+1.3","Stacey Augmon","Tony Battie","Pat Garrity","Jameer Nelson","Hedo T√ºrkoƒülu","/players/a/augmost01.html","/players/b/battito01.html","/players/g/garripa01.html","/players/n/nelsoja01.html","/players/t/turkohe01.html"
"243","321","R. Butler†|†M. Doleac†|†U. Haslem†|†D. Jones†|†D. Wade","MIA","2004-05","15","36.1","73","67","93.0","50.5","95.6",".528","9.3","18.6",".500",".576","17.3","21.2",".813","127.5","29.2","4.0","6.6","10.6","30.5","+25.2","+30.5","+.140","+9.3","+12.0","+.500","+.189","-12.0","-18.6","+.079","+47.8","Rasual Butler","Michael Doleac","Udonis Haslem","Damon Jones","Dwyane Wade","/players/b/butlera01.html","/players/d/doleami01.html","/players/h/hasleud01.html","/players/j/jonesda01.html","/players/w/wadedw01.html"
"253","322","S. Bradley†|†M. Finley†|†D. Nowitzki†|†J. Stackhouse†|†J. Terry","DAL","2004-05","10","36.1","72","73","96.5","47.9","85.2",".563","9.3","17.3",".538",".617","18.6","21.3",".875","123.8","33.3","10.7","10.7","8.0","25.3","+14.6","+2.7","+.159","+1.3","-4.0","+.163","+.166","-1.3","-13.3","+.298","+29.3","Shawn Bradley","Michael Finley","Dirk Nowitzki","Jerry Stackhouse","Jason Terry","/players/b/bradlsh01.html","/players/f/finlemi01.html","/players/n/nowitdi01.html","/players/s/stackje01.html","/players/t/terryja01.html"
"263","323","C. Billups†|†E. Campbell†|†R. Hamilton†|†T. Prince†|†B. Wallace","DET","2004-05","11","36.0","67","66","88.6","30.6","70.6",".434","2.7","8.0",".333",".453","24.0","32.0",".750","87.9","24.0","6.7","5.3","10.7","16.0","-6.7","-2.7","-.075","-2.7","-10.7","+.048","-0.093","+20.0","+28.0","-.250","+4.0","Chauncey Billups","Elden Campbell","Richard Hamilton","Tayshaun Prince","Ben Wallace","/players/b/billuch01.html","/players/c/campbel01.html","/players/h/hamilri01.html","/players/p/princta01.html","/players/w/wallabe01.html"
"273","324","E. Brand†|†R. Brunson†|†M. Moore†|†Q. Ross†|†B. Simmons","LAC","2004-05","14","36.0","64","65","86.1","41.4","74.7",".554","1.3","4.0",".333",".563","18.7","22.7",".824","102.8","29.4","8.0","4.0","14.7","24.0","+9.3","+1.3","+.117","-4.0","-12.0",".000","+.090","+8.0","+10.7","-.065","+22.7","Elton Brand","Rick Brunson","Mikki Moore","Quinton Ross","Bobby Simmons","/players/b/brandel01.html","/players/b/brunsri01.html","/players/m/mooremi01.html","/players/r/rossqu01.html","/players/s/simmobo01.html"
"283","325","A. Carter†|†F. Hoiberg†|†M. Madsen†|†W. Szczerbiak†|†J. Thomas","MIN","2004-05","6","35.9","60","63","82.1","33.4","77.4",".431","4.0","10.7",".375",".457","18.7","21.4",".875","89.5","25.4","9.3","2.7","8.0","22.7","+6.7","+6.7","+.054","+2.7","+4.0","+.175","+.070","-1.3","-4.0","+.086","+14.7","Anthony Carter","Fred Hoiberg","Mark Madsen","Wally Szczerbiak","John Thomas","/players/c/cartean01.html","/players/h/hoibefr01.html","/players/m/madsema01.html","/players/s/szczewa02.html","/players/t/thomajo02.html"
"293","326","R. Bell†|†C. Boozer†|†M. Harpring†|†R. LÛpez†|†M. Okur","UTA","2004-05","7","35.9","69","69","92.1","48.1","86.8",".554","5.3","9.3",".571",".585","22.7","25.4",".895","124.2","38.7","8.0","1.3","9.3","18.7","+9.3","+9.3","+.054","-4.0","-16.0","+.203","+.024","-5.3","-5.3","-.018","+9.3","Raja Bell","Carlos Boozer","Matt Harpring","Ra√ºl L√≥pez","Mehmet Okur","/players/b/bellra01.html","/players/b/boozeca01.html","/players/h/harprma01.html","/players/l/lopezra01.html","/players/o/okurme01.html"
"303","327","T. Chandler†|†E. Curry†|†L. Deng†|†C. Duhon†|†B. Gordon","CHI","2004-05","16","35.7","70","68","92.7","28.2","77.9",".362","10.7","20.2",".533",".431","21.5","30.9",".696","88.7","13.4","1.3","12.1","20.2","26.9","+6.7","-12.1","+.123","+8.1","-1.3","+.408","+.177","-8.1","-4.0","-.151","+13.4","Tyson Chandler","Eddy Curry","Luol Deng","Chris Duhon","Ben Gordon","/players/c/chandty01.html","/players/c/curryed01.html","/players/d/denglu01.html","/players/d/duhonch01.html","/players/g/gordobe01.html"
"315","328","S. Hunter†|†J. Jackson†|†S. Marion†|†S. Nash†|†Q. Richardson","PHO","2004-05","11","35.6","74","75","100.4","51.2","109.2",".469","6.7","35.1",".192",".500","8.1","10.8",".750","117.3","25.6","4.0","4.0","8.1","16.2","+6.7","+14.8","-.002","-1.3","+9.4","-.123","-0.014","-4.0","-2.7","-.150","+8.1","Steven Hunter","Jim Jackson","Shawn Marion","Steve Nash","Quentin Richardson","/players/h/huntest01.html","/players/j/jacksji01.html","/players/m/mariosh01.html","/players/n/nashst01.html","/players/r/richaqu01.html"
"323","329","S. Augmon†|†T. Battie†|†S. Francis†|†D. Howard†|†J. Nelson","ORL","2004-05","7","35.5","69","69","93.2","36.5","81.0",".450","2.7","5.4",".500",".467","20.3","21.6",".938","95.9","23.0","18.9","2.7","9.5","21.6","+1.4","+4.1","-.006","0.0","-9.5","+.318","-0.007","-1.4","-6.8","+.176","+1.4","Stacey Augmon","Tony Battie","Steve Francis","Dwight Howard","Jameer Nelson","/players/a/augmost01.html","/players/b/battito01.html","/players/f/francst01.html","/players/h/howardw01.html","/players/n/nelsoja01.html"
"333","330","M. Bibby†|†M. Evans†|†B. Miller†|†D. Songaila†|†P. Stojakovic","SAC","2004-05","5","35.4","68","67","91.5","29.8","86.7",".344","5.4","21.7",".250",".375","16.3","20.3",".800","81.3","17.6","13.6","1.4","12.2","23.0","0.0","+17.6","-.088","+5.4","+16.3","+.250","-0.056","-1.4","-5.4","+.116","+4.1","Mike Bibby","Maurice Evans","Brad Miller","Darius Songaila","Peja Stojakoviƒá","/players/b/bibbymi01.html","/players/e/evansma01.html","/players/m/millebr01.html","/players/s/songada01.html","/players/s/stojape01.html"
"343","331","B. Barry†|†B. Bowen†|†T. Duncan†|†R. Nesterovic†|†B. Udrih","SAS","2004-05","14","35.3","60","61","82.3","39.5","70.7",".558","8.2","16.3",".500",".615","23.1","29.9",".773","110.2","21.8","5.4","6.8","15.0","27.2","+12.2","-2.7","+.187","+4.1","+9.5","-.100","+.217","0.0","+4.1","-.122","+28.6","Brent Barry","Bruce Bowen","Tim Duncan","Rasho Nesteroviƒá","Beno Udrih","/players/b/barrybr01.html","/players/b/bowenbr01.html","/players/d/duncati01.html","/players/n/nestera01.html","/players/u/udrihbe01.html"
"353","332","M. Bibby†|†C. Mobley†|†P. Stojakovic†|†K. Thomas†|†C. Williamson","SAC","2004-05","6","35.3","67","69","92.4","32.6","69.3",".471","5.4","13.6",".400",".510","29.9","39.4",".759","100.5","21.7","12.2","2.7","13.6","14.9","-6.8","-12.2","-.013","+2.7","0.0","+.200","+.010","+17.7","+23.1","+.009","+6.8","Mike Bibby","Cuttino Mobley","Peja Stojakoviƒá","Kenny Thomas","Corliss Williamson","/players/b/bibbymi01.html","/players/m/moblecu01.html","/players/s/stojape01.html","/players/t/thomake01.html","/players/w/willico02.html"
"363","333","C. Anthony†|†M. Camby†|†D. Johnson†|†A. Miller†|†E. N·jera","DEN","2004-05","10","35.3","65","69","91.0","44.8","77.4",".579","1.4","4.1",".333",".588","25.8","28.5",".905","116.8","35.3","14.9","8.1","13.6","19.0","+14.9","-5.4","+.218","-4.1","-12.2",".000","+.194","+6.8","+5.4","+.081","+32.6","Carmelo Anthony","Marcus Camby","DerMarr Johnson","Andre Miller","Eduardo N√°jera","/players/a/anthoca01.html","/players/c/cambyma01.html","/players/j/johnsde03.html","/players/m/millean02.html","/players/n/najered01.html"
"373","334","S. Abdur-Rahim†|†D. Anderson†|†D. Miles†|†Z. Randolph†|†N. Van Exel","POR","2004-05","8","35.0","70","67","93.8","46.6","91.8",".507","1.4","4.1",".333",".515","9.6","17.8",".538","104.1","17.8","11.0","4.1","19.2","20.5","+13.7","+11.0","+.101","-2.7","-15.1","+.119","+.083","-4.1","-5.5","-.050","+20.5","Shareef Abdur-Rahim","Derek Anderson","Darius Miles","Zach Randolph","Nick Van Exel","/players/a/abdursh01.html","/players/a/anderde01.html","/players/m/milesda01.html","/players/r/randoza01.html","/players/v/vanexni01.html"
"383","335","T. McGrady†|†D. Mutombo†|†B. Sura†|†C. Weatherspoon†|†D. Wesley","HOU","2004-05","8","35.0","60","63","84.3","23.3","68.5",".340","6.9","19.2",".357",".390","37.0","41.1",".900","90.4","15.1","9.6","8.2","13.7","28.8","+5.5","+8.2","+.045","+6.9","+11.0","+.357","+.095","+8.2","0.0","+.200","+26.0","Tracy McGrady","Dikembe Mutombo","Bob Sura","Clarence Weatherspoon","David Wesley","/players/m/mcgratr01.html","/players/m/mutomdi01.html","/players/s/surabo01.html","/players/w/weathcl01.html","/players/w/wesleda01.html"
"393","336","S. Hunter†|†J. Johnson†|†S. Nash†|†Q. Richardson†|†A. Stoudemire","PHO","2004-05","14","35.0","70","72","97.3","39.7","78.1",".509","6.9","19.2",".357",".553","24.7","38.4",".643","111.0","21.9","2.7","11.0","15.1","16.4","-1.4","-27.4","+.119","+1.4","+1.4","+.049","+.137","+11.0","+23.3","-.266","+9.6","Steven Hunter","Joe Johnson","Steve Nash","Quentin Richardson","Amar'e Stoudemire","/players/h/huntest01.html","/players/j/johnsjo02.html","/players/n/nashst01.html","/players/r/richaqu01.html","/players/s/stoudam01.html"
"403","337","P. Brown†|†D. Dickau†|†B. Nachbar†|†J. Smith†|†J. Vroman","NOH","2004-05","10","34.9","68","66","92.1","37.1","79.8",".466","11.0","22.0",".500",".534","20.6","26.1",".789","105.9","23.4","5.5","4.1","17.9","23.4","+2.8","+8.3","-.015","+8.3","+13.8","+.167","+.034","-2.8","-5.5","+.050","+11.0","P.J. Brown","Dan Dickau","Bo≈°tjan Nachbar","J.R. Smith","Jackson Vroman","/players/b/brownpj01.html","/players/d/dickada01.html","/players/n/nachbbo01.html","/players/s/smithjr01.html","/players/v/vromaja01.html"
"413","338","P. Brezec†|†M. Ely†|†J. Hart†|†B. Knight†|†G. Wallace","CHA","2004-05","7","34.9","66","66","90.9","39.9","78.5",".509","2.8","8.3",".333",".526","13.8","17.9",".769","96.4","23.4","17.9","9.6","13.8","17.9","+8.3","-4.1","+.125","0.0","-11.0","+.190","+.126","+2.8","+2.8","+.042","+19.3","Primo≈æ Brezec","Melvin Ely","Jason Hart","Brevin Knight","Gerald Wallace","/players/b/brezepr01.html","/players/e/elyme01.html","/players/h/hartja01.html","/players/k/knighbr01.html","/players/w/wallage01.html"
"423","339","R. Allen†|†N. Collison†|†A. Daniels†|†R. Lewis†|†L. Ridnour","SEA","2004-05","13","34.9","72","70","97.6","37.1","89.3",".415","5.5","22.0",".250",".446","41.2","41.2","1.000","120.9","19.2","8.2","9.6","6.9","24.7","+5.5","+2.7","+.050","+4.1","+1.4","+.183","+.073","+22.0","+13.7","+.300","+37.1","Ray Allen","Nick Collison","Antonio Daniels","Rashard Lewis","Luke Ridnour","/players/a/allenra02.html","/players/c/collini01.html","/players/d/daniean01.html","/players/l/lewisra02.html","/players/r/ridnolu01.html"
"433","340","M. Bibby†|†C. Mobley†|†G. Ostertag†|†P. Stojakovic†|†K. Thomas","SAC","2004-05","6","34.8","69","70","95.9","49.7","96.6",".514","13.8","29.0",".476",".586","19.3","23.5",".824","132.5","35.9","16.6","2.8","5.5","13.8","+12.4","+15.2","+.057","+9.7","+20.7","-.024","+.103","-2.8","-1.4","-.065","+31.7","Mike Bibby","Cuttino Mobley","Greg Ostertag","Peja Stojakoviƒá","Kenny Thomas","/players/b/bibbymi01.html","/players/m/moblecu01.html","/players/o/ostergr01.html","/players/s/stojape01.html","/players/t/thomake01.html"
"463","341","C. Andersen†|†P. Brown†|†B. Davis†|†D. Dickau†|†B. Nachbar","NOH","2004-05","6","34.5","66","65","91.1","36.2","71.0",".510","9.7","25.0",".389",".578","29.2","32.0",".913","111.3","16.7","8.3","5.6","15.3","23.7","+8.3","-1.4","+.125","+4.2","+4.2","+.122","+.155","+12.5","+8.3","+.207","+33.4","Chris Andersen","P.J. Brown","Baron Davis","Dan Dickau","Bo≈°tjan Nachbar","/players/a/anderch01.html","/players/b/brownpj01.html","/players/d/davisba01.html","/players/d/dickada01.html","/players/n/nachbbo01.html"
"473","342","M. Daniels†|†M. Finley†|†J. Howard†|†D. Nowitzki†|†J. Terry","DAL","2004-05","6","34.5","72","71","99.6","40.4","82.2",".492","11.1","20.9",".533",".559","25.1","30.6",".818","117.0","25.1","12.5","5.6","12.5","16.7","-5.6","-5.6","-.032","+8.4","+5.6","+.352","+.020","+9.7","+9.7","+.085","+7.0","Marquis Daniels","Michael Finley","Josh Howard","Dirk Nowitzki","Jason Terry","/players/d/daniema01.html","/players/f/finlemi01.html","/players/h/howarjo01.html","/players/n/nowitdi01.html","/players/t/terryja01.html"
"483","343","K. Brown†|†J. Dixon†|†J. Hayes†|†A. Peeler†|†M. Ruffin","WAS","2004-05","6","34.4","59","59","82.3","33.5","79.5",".421","9.8","18.1",".538",".482","15.3","22.3",".688","92.0","22.3","11.2","0.0","15.3","13.9","+1.4","+4.2","-.005","+7.0","+5.6","+.316","+.038","+8.4","+15.3","-.313","+18.1","Kwame Brown","Juan Dixon","Jarvis Hayes","Anthony Peeler","Michael Ruffin","/players/b/brownkw01.html","/players/d/dixonju01.html","/players/h/hayesja01.html","/players/p/peelean01.html","/players/r/ruffimi01.html"
"493","344","J. Jackson†|†T. McGrady†|†D. Mutombo†|†M. Taylor†|†C. Ward","HOU","2004-05","8","34.2","57","59","81.5","29.5","68.8",".429","11.2","18.3",".615",".510","23.9","25.3",".944","94.1","18.3","4.2","7.0","12.6","16.9","-4.2","-23.9","+.065","+8.4","+2.8","+.434","+.131","+16.9","+11.2","+.444","+16.9","Jim Jackson","Tracy McGrady","Dikembe Mutombo","Maurice Taylor","Charlie Ward","/players/j/jacksji01.html","/players/m/mcgratr01.html","/players/m/mutomdi01.html","/players/t/tayloma01.html","/players/w/wardch01.html"
"503","345","E. Griffin†|†F. Hoiberg†|†T. Hudson†|†M. Olowokandi†|†W. Szczerbiak","MIN","2004-05","13","34.2","59","58","82.2","35.1","73.1",".481","11.2","23.9",".471",".558","11.2","14.0",".800","92.7","21.1","11.2","8.4","15.5","18.3","0.0","-12.6","+.071","+9.8","+14.0","+.328","+.140","+5.6","+7.0",".000","+15.5","Eddie Griffin","Fred Hoiberg","Troy Hudson","Michael Olowokandi","Wally Szczerbiak","/players/g/griffed01.html","/players/h/hoibefr01.html","/players/h/hudsotr01.html","/players/o/olowomi01.html","/players/s/szczewa02.html"
"515","346","J. Barry†|†J. Howard†|†T. McGrady†|†D. Mutombo†|†D. Wesley","HOU","2004-05","10","34.1","60","63","86.5","29.5","68.9",".429","4.2","11.2",".375",".459","26.7","38.0",".704","90.0","16.9","8.4","5.6","12.7","14.1","-4.2","-9.8",".000","-4.2","-12.7","+.022","-0.023","+16.9","+23.9","+.004","+4.2","Jon Barry","Juwan Howard","Tracy McGrady","Dikembe Mutombo","David Wesley","/players/b/barryjo01.html","/players/h/howarju01.html","/players/m/mcgratr01.html","/players/m/mutomdi01.html","/players/w/wesleda01.html"
"523","347","C. Anthony†|†E. Boykins†|†N. Hil·rio†|†K. Martin†|†B. Russell","DEN","2004-05","11","34.0","58","57","81.3","36.8","76.3",".481","2.8","15.5",".182",".500","15.5","25.4",".611","91.9","18.4","8.5","5.7","14.1","22.6","+12.7","+5.7","+.141","0.0","+1.4","-.018","+.140","-5.7","-2.8","-.139","+19.8","Carmelo Anthony","Earl Boykins","Nen√™ Hil√°rio","Kenyon Martin","Bryon Russell","/players/a/anthoca01.html","/players/b/boykiea01.html","/players/h/hilarne01.html","/players/m/martike01.html","/players/r/russebr01.html"
"533","348","S. Hunter†|†J. Jackson†|†J. Johnson†|†S. Marion†|†S. Nash","PHO","2004-05","14","33.7","66","68","95.6","47.1","85.6",".550","14.3","22.8",".625",".633","11.4","15.7",".727","119.8","24.2","5.7","2.9","12.8","22.8","+5.7","0.0","+.067","+7.1","+5.7","+.208","+.108","-11.4","-11.4","-.115","+7.1","Steven Hunter","Jim Jackson","Joe Johnson","Shawn Marion","Steve Nash","/players/h/huntest01.html","/players/j/jacksji01.html","/players/j/johnsjo02.html","/players/m/mariosh01.html","/players/n/nashst01.html"
"543","349","D. Brown†|†T. Duncan†|†M. GinÛbili†|†R. Nesterovic†|†B. Udrih","SAS","2004-05","15","33.6","63","63","90.1","47.2","74.4",".635","12.9","18.6",".692",".721","27.2","32.9",".826","134.4","37.2","10.0","7.1","10.0","21.4","+21.4","-11.4","+.335","+8.6","+8.6","+.264","+.396","+11.4","+11.4","+.093","+62.9","Devin Brown","Tim Duncan","Manu Gin√≥bili","Rasho Nesteroviƒá","Beno Udrih","/players/b/brownde02.html","/players/d/duncati01.html","/players/g/ginobma01.html","/players/n/nestera01.html","/players/u/udrihbe01.html"
"553","350","J. Collins†|†R. Jefferson†|†J. Kidd†|†B. Scalabrine†|†E. Williams","NJN","2004-05","2","33.5","66","64","93.1","34.4","78.8",".436","11.5","25.8",".444",".509","10.0","12.9",".778","90.3","20.1","10.0","1.4","31.5","22.9","+8.6","+11.5","+.053","+7.2","+11.5","+.144","+.094","-12.9","-18.6","+.051","+11.5","Jason Collins","Richard Jefferson","Jason Kidd","Brian Scalabrine","Eric Williams","/players/c/collija04.html","/players/j/jefferi01.html","/players/k/kiddja01.html","/players/s/scalabr01.html","/players/w/willier01.html"
"563","351","C. Arroyo†|†L. Hunter†|†A. McDyess†|†T. Prince†|†B. Wallace","DET","2004-05","15","33.5","51","56","76.6","30.1","83.1",".362","0.0","5.7",".000",".362","11.5","22.9",".500","71.6","20.0","1.4","11.5","8.6","21.5","+1.4","-2.9","+.029","0.0","-4.3",".000","+.029","+1.4","+10.0","-.278","+4.3","Carlos Arroyo","Lindsey Hunter","Antonio McDyess","Tayshaun Prince","Ben Wallace","/players/a/arroyca01.html","/players/h/hunteli01.html","/players/m/mcdyean01.html","/players/p/princta01.html","/players/w/wallabe01.html"
